REPORT_DATE,AGE_GROUP,ENGAGEMENT_CATEGORY,CITYWIDE_COUNT
11/08/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,940
11/08/2021,18-20 Years,NEEDED AT HOME,1
11/08/2021,18-20 Years,OTHER WORK ACTIVITY,2
11/08/2021,18-20 Years,RECEIVING SSI,15
11/08/2021,18-20 Years,SSI PENDING/APPEALING,1
11/08/2021,18-20 Years,STUDENT OVER AGE 15,27
11/08/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
11/08/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
11/08/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,43
11/08/2021,18-20 Years,TEMPORARILY EXEMPT,36
11/08/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,234
11/08/2021,18-20 Years,UNENGAGED,2
11/08/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,21
11/08/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,6
11/08/2021,18-20 Years,WELLNESS/REHAB PROGRAM,1
11/08/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,315
11/08/2021,21-24 Years,ASSIGNED JOB SEARCH,1951
11/08/2021,21-24 Years,AWAITING CONCILIATION SCHED.,4
11/08/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,188
11/08/2021,21-24 Years,CHILD UNDER 3 MONTHS,5
11/08/2021,21-24 Years,DASIS CASES,355
11/08/2021,21-24 Years,EDUCATION/TRAINING,332
11/08/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,41
11/08/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,84
11/08/2021,21-24 Years,EMPLOYMENT-BUDGETED,526
11/08/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,114
11/08/2021,21-24 Years,FAIR HEARING (CONTESTING),4
11/08/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),5
11/08/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3653
11/08/2021,21-24 Years,NEEDED AT HOME,29
11/08/2021,21-24 Years,OTHER WORK ACTIVITY,9
11/08/2021,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
11/08/2021,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
11/08/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,3
11/08/2021,21-24 Years,RECEIVING SSI,41
11/08/2021,21-24 Years,SANCTION IN EFFECT,5
11/08/2021,21-24 Years,SSI PENDING/APPEALING,33
11/08/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,24
11/08/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,14
11/08/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,138
11/08/2021,21-24 Years,TEMPORARILY EXEMPT,141
11/08/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1067
11/08/2021,21-24 Years,UNENGAGED,13
11/08/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,2
11/08/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,231
11/08/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,87
11/08/2021,21-24 Years,WELLNESS/REHAB PROGRAM,5
10/04/2021,16-17 Years,DASIS CASES,3
10/04/2021,16-17 Years,EMPLOYMENT-BUDGETED,2
10/04/2021,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
10/04/2021,16-17 Years,STUDENT OVER AGE 15,27
10/04/2021,16-17 Years,TEMPORARILY EXEMPT,1
10/04/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,42
10/04/2021,18-20 Years,ASSIGNED JOB SEARCH,446
10/04/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,20
10/04/2021,18-20 Years,DASIS CASES,38
10/04/2021,18-20 Years,EDUCATION/TRAINING,141
10/04/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,2
10/04/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,19
10/04/2021,18-20 Years,EMPLOYMENT-BUDGETED,82
10/04/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,26
10/04/2021,18-20 Years,FAIR HEARING (CONTESTING),1
10/04/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1131
10/04/2021,18-20 Years,NEEDED AT HOME,2
10/04/2021,18-20 Years,OTHER WORK ACTIVITY,2
10/04/2021,18-20 Years,RECEIVING SSI,14
10/04/2021,18-20 Years,SSI PENDING/APPEALING,3
10/04/2021,18-20 Years,STUDENT OVER AGE 15,24
10/04/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,10
10/04/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
10/04/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,43
10/04/2021,18-20 Years,TEMPORARILY EXEMPT,35
10/04/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,267
10/04/2021,18-20 Years,UNENGAGED,3
10/04/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,31
10/04/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,4
10/04/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,193
10/04/2021,21-24 Years,ASSIGNED JOB SEARCH,1576
10/04/2021,21-24 Years,AWAITING CONCILIATION SCHED.,5
10/04/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,137
10/04/2021,21-24 Years,CHILD UNDER 3 MONTHS,8
10/04/2021,21-24 Years,DASIS CASES,345
10/04/2021,21-24 Years,EDUCATION/TRAINING,344
10/04/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,45
10/04/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,88
10/04/2021,21-24 Years,EMPLOYMENT-BUDGETED,534
10/04/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,84
10/04/2021,21-24 Years,FAIR HEARING (CONTESTING),5
10/04/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),3
10/04/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3853
10/04/2021,21-24 Years,NEEDED AT HOME,31
10/04/2021,21-24 Years,OTHER WORK ACTIVITY,8
10/04/2021,21-24 Years,PENDING CASAC SCHEDULING/OUT,3
10/04/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,6
10/04/2021,21-24 Years,PREGNANT,1
10/04/2021,21-24 Years,RECEIVING SSI,42
10/04/2021,21-24 Years,SANCTION IN EFFECT,7
10/04/2021,21-24 Years,SSI PENDING/APPEALING,37
10/04/2021,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,1
10/04/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,25
10/04/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,22
10/04/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,118
10/04/2021,21-24 Years,TEMPORARILY EXEMPT,158
10/04/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1194
10/04/2021,21-24 Years,UNENGAGED,7
10/04/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,2
10/04/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,280
10/04/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,72
10/04/2021,21-24 Years,WELLNESS/REHAB PROGRAM,13
09/07/2021,16-17 Years,DASIS CASES,3
09/07/2021,16-17 Years,EMPLOYMENT-BUDGETED,2
09/07/2021,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
09/07/2021,16-17 Years,STUDENT OVER AGE 15,21
09/07/2021,16-17 Years,TEMPORARILY EXEMPT,2
09/07/2021,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
09/07/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,23
09/07/2021,18-20 Years,ASSIGNED JOB SEARCH,445
09/07/2021,18-20 Years,AWAITING CONCILIATION SCHED.,1
09/07/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,28
09/07/2021,18-20 Years,CHILD UNDER 3 MONTHS,1
09/07/2021,18-20 Years,DASIS CASES,38
09/07/2021,18-20 Years,EDUCATION/TRAINING,142
09/07/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,3
09/07/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,20
09/07/2021,18-20 Years,EMPLOYMENT-BUDGETED,83
09/07/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,15
09/07/2021,18-20 Years,FAIR HEARING (CONTESTING),1
09/07/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1146
09/07/2021,18-20 Years,NEEDED AT HOME,3
09/07/2021,18-20 Years,OTHER WORK ACTIVITY,3
09/07/2021,18-20 Years,RECEIVING SSI,13
09/07/2021,18-20 Years,SSI PENDING/APPEALING,2
09/07/2021,18-20 Years,STUDENT OVER AGE 15,22
09/07/2021,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,1
09/07/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,9
09/07/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
09/07/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,46
09/07/2021,18-20 Years,TEMPORARILY EXEMPT,33
09/07/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,256
09/07/2021,18-20 Years,UNENGAGED,4
09/07/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,31
09/07/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,8
09/07/2021,18-20 Years,WELLNESS/REHAB PROGRAM,1
09/07/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,85
09/07/2021,21-24 Years,ASSIGNED JOB SEARCH,1592
09/07/2021,21-24 Years,AWAITING CONCILIATION SCHED.,12
09/07/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,162
09/07/2021,21-24 Years,CHILD UNDER 3 MONTHS,4
09/07/2021,21-24 Years,DASIS CASES,337
09/07/2021,21-24 Years,EDUCATION/TRAINING,371
09/07/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,47
09/07/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,98
09/07/2021,21-24 Years,EMPLOYMENT-BUDGETED,521
09/07/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,60
09/07/2021,21-24 Years,FAIR HEARING (CONTESTING),8
09/07/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),2
09/07/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3800
09/07/2021,21-24 Years,NEEDED AT HOME,31
09/07/2021,21-24 Years,OTHER WORK ACTIVITY,11
09/07/2021,21-24 Years,PENDING SUITABLE WEP ASSIGN.,3
09/07/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,9
09/07/2021,21-24 Years,RECEIVING SSI,40
09/07/2021,21-24 Years,SANCTION IN EFFECT,8
09/07/2021,21-24 Years,SSI PENDING/APPEALING,43
09/07/2021,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,1
09/07/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,30
09/07/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,26
09/07/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,117
09/07/2021,21-24 Years,TEMPORARILY EXEMPT,162
09/07/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1092
09/07/2021,21-24 Years,UNENGAGED,7
09/07/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,1
09/07/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,279
09/07/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,89
09/07/2021,21-24 Years,WELLNESS/REHAB PROGRAM,15
08/04/2021,16-17 Years,DASIS CASES,4
08/04/2021,16-17 Years,EMPLOYMENT-BUDGETED,3
08/04/2021,16-17 Years,STUDENT OVER AGE 15,25
08/04/2021,16-17 Years,TEMPORARILY EXEMPT,2
08/04/2021,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
08/04/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,24
08/04/2021,18-20 Years,ASSIGNED JOB SEARCH,380
08/04/2021,18-20 Years,AWAITING CONCILIATION SCHED.,1
08/04/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,28
08/04/2021,18-20 Years,CHILD UNDER 3 MONTHS,1
08/04/2021,18-20 Years,DASIS CASES,39
08/04/2021,18-20 Years,EDUCATION/TRAINING,163
08/04/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,4
08/04/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,17
08/04/2021,18-20 Years,EMPLOYMENT-BUDGETED,95
08/04/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,19
08/04/2021,18-20 Years,FAIR HEARING (CONTESTING),1
08/04/2021,18-20 Years,FAIR HEARING (NOT CONTESTING),3
08/04/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1280
08/04/2021,18-20 Years,NEEDED AT HOME,3
08/04/2021,18-20 Years,OTHER WORK ACTIVITY,3
08/04/2021,18-20 Years,RECEIVING SSI,13
08/04/2021,18-20 Years,SSI PENDING/APPEALING,3
08/04/2021,18-20 Years,STUDENT OVER AGE 15,21
08/04/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,12
08/04/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,4
08/04/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,48
08/04/2021,18-20 Years,TEMPORARILY EXEMPT,37
08/04/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,347
08/04/2021,18-20 Years,UNENGAGED,2
08/04/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,28
08/04/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,14
08/04/2021,18-20 Years,WELLNESS/REHAB PROGRAM,1
08/04/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,81
08/04/2021,21-24 Years,ASSIGNED JOB SEARCH,1450
08/04/2021,21-24 Years,AWAITING CONCILIATION SCHED.,12
08/04/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,155
08/04/2021,21-24 Years,CHILD UNDER 3 MONTHS,4
08/04/2021,21-24 Years,DASIS CASES,350
08/04/2021,21-24 Years,EDUCATION/TRAINING,409
08/04/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,52
08/04/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,94
08/04/2021,21-24 Years,EMPLOYMENT-BUDGETED,569
08/04/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,74
08/04/2021,21-24 Years,FAIR HEARING (CONTESTING),12
08/04/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),2
08/04/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,4289
08/04/2021,21-24 Years,NEEDED AT HOME,32
08/04/2021,21-24 Years,OTHER WORK ACTIVITY,8
08/04/2021,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
08/04/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,11
08/04/2021,21-24 Years,RECEIVING SSI,43
08/04/2021,21-24 Years,SANCTION IN EFFECT,13
08/04/2021,21-24 Years,SSI PENDING/APPEALING,42
08/04/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,31
08/04/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,31
08/04/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,113
08/04/2021,21-24 Years,TEMPORARILY EXEMPT,171
08/04/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1353
08/04/2021,21-24 Years,UNENGAGED,8
08/04/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,1
08/04/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,330
08/04/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,106
08/04/2021,21-24 Years,WELLNESS/REHAB PROGRAM,16
07/06/2021,16-17 Years,DASIS CASES,4
07/06/2021,16-17 Years,EMPLOYMENT-BUDGETED,4
07/06/2021,16-17 Years,STUDENT OVER AGE 15,25
07/06/2021,16-17 Years,TEMPORARILY EXEMPT,2
07/06/2021,16-17 Years,UNDERCARE AWAITING SCHEDULING,2
07/06/2021,16-17 Years,UNENGAGED,1
07/06/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,24
07/06/2021,18-20 Years,ASSIGNED JOB SEARCH,47
07/06/2021,18-20 Years,AWAITING CONCILIATION SCHED.,1
07/06/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,16
07/06/2021,18-20 Years,CHILD UNDER 3 MONTHS,1
07/06/2021,18-20 Years,DASIS CASES,36
07/06/2021,18-20 Years,EDUCATION/TRAINING,172
07/06/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,5
07/06/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,20
07/06/2021,18-20 Years,EMPLOYMENT-BUDGETED,88
07/06/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,15
07/06/2021,18-20 Years,FAIR HEARING (CONTESTING),1
07/06/2021,18-20 Years,FAIR HEARING (NOT CONTESTING),3
07/06/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1648
07/06/2021,18-20 Years,NEEDED AT HOME,4
07/06/2021,18-20 Years,OTHER WORK ACTIVITY,4
07/06/2021,18-20 Years,RECEIVING SSI,13
07/06/2021,18-20 Years,SANCTION IN EFFECT,1
07/06/2021,18-20 Years,SSI PENDING/APPEALING,3
07/06/2021,18-20 Years,STUDENT OVER AGE 15,22
07/06/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,15
07/06/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,4
07/06/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,40
07/06/2021,18-20 Years,TEMPORARILY EXEMPT,32
07/06/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,421
07/06/2021,18-20 Years,UNENGAGED,3
07/06/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,67
07/06/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,1
07/06/2021,18-20 Years,WELLNESS/REHAB PROGRAM,1
07/06/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,75
07/06/2021,21-24 Years,ASSIGNED JOB SEARCH,529
07/06/2021,21-24 Years,AWAITING CONCILIATION SCHED.,7
07/06/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,66
07/06/2021,21-24 Years,CHILD UNDER 3 MONTHS,5
07/06/2021,21-24 Years,DASIS CASES,367
07/06/2021,21-24 Years,EDUCATION/TRAINING,431
07/06/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,85
07/06/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,97
07/06/2021,21-24 Years,EMPLOYMENT-BUDGETED,567
07/06/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,64
07/06/2021,21-24 Years,FAIR HEARING (CONTESTING),13
07/06/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),5
07/06/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,5279
07/06/2021,21-24 Years,NEEDED AT HOME,39
07/06/2021,21-24 Years,OTHER WORK ACTIVITY,10
07/06/2021,21-24 Years,PENDING CASAC SCHEDULING/OUT,3
07/06/2021,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
07/06/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,12
07/06/2021,21-24 Years,RECEIVING SSI,46
07/06/2021,21-24 Years,SANCTION IN EFFECT,18
07/06/2021,21-24 Years,SSI PENDING/APPEALING,45
07/06/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,32
07/06/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,34
07/06/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,121
07/06/2021,21-24 Years,TEMPORARILY EXEMPT,184
07/06/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1521
07/06/2021,21-24 Years,UNENGAGED,8
07/06/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,1
07/06/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,478
07/06/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,8
07/06/2021,21-24 Years,WELLNESS/REHAB PROGRAM,19
06/02/2021,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
06/02/2021,16-17 Years,DASIS CASES,4
06/02/2021,16-17 Years,EMPLOYMENT-BUDGETED,4
06/02/2021,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
06/02/2021,16-17 Years,STUDENT OVER AGE 15,26
06/02/2021,16-17 Years,TEMPORARILY EXEMPT,2
06/02/2021,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
06/02/2021,16-17 Years,UNENGAGED,1
06/02/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,26
06/02/2021,18-20 Years,ASSIGNED JOB SEARCH,54
06/02/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,33
06/02/2021,18-20 Years,CHILD UNDER 3 MONTHS,1
06/02/2021,18-20 Years,DASIS CASES,41
06/02/2021,18-20 Years,EDUCATION/TRAINING,186
06/02/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,7
06/02/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,19
06/02/2021,18-20 Years,EMPLOYMENT-BUDGETED,90
06/02/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,12
06/02/2021,18-20 Years,FAIR HEARING (CONTESTING),1
06/02/2021,18-20 Years,FAIR HEARING (NOT CONTESTING),2
06/02/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1674
06/02/2021,18-20 Years,NEEDED AT HOME,5
06/02/2021,18-20 Years,OTHER WORK ACTIVITY,3
06/02/2021,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
06/02/2021,18-20 Years,RECEIVING SSI,17
06/02/2021,18-20 Years,SANCTION IN EFFECT,1
06/02/2021,18-20 Years,SSI PENDING/APPEALING,4
06/02/2021,18-20 Years,STUDENT OVER AGE 15,19
06/02/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,14
06/02/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,4
06/02/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,37
06/02/2021,18-20 Years,TEMPORARILY EXEMPT,36
06/02/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,444
06/02/2021,18-20 Years,UNENGAGED,2
06/02/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,56
06/02/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,1
06/02/2021,18-20 Years,WELLNESS/REHAB PROGRAM,1
06/02/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,114
06/02/2021,21-24 Years,ASSIGNED JOB SEARCH,599
06/02/2021,21-24 Years,AWAITING CONCILIATION SCHED.,4
06/02/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,206
06/02/2021,21-24 Years,CHILD UNDER 3 MONTHS,2
06/02/2021,21-24 Years,DASIS CASES,370
06/02/2021,21-24 Years,EDUCATION/TRAINING,439
06/02/2021,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,87
06/02/2021,21-24 Years,EMPLOYMENT- GRANT DIVERSION,95
06/02/2021,21-24 Years,EMPLOYMENT-BUDGETED,597
06/02/2021,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,54
06/02/2021,21-24 Years,FAIR HEARING (CONTESTING),13
06/02/2021,21-24 Years,FAIR HEARING (NOT CONTESTING),2
06/02/2021,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,5184
06/02/2021,21-24 Years,NEEDED AT HOME,42
06/02/2021,21-24 Years,NULL PIW STATUS,1
06/02/2021,21-24 Years,OTHER WORK ACTIVITY,11
06/02/2021,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
06/02/2021,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
06/02/2021,21-24 Years,PENDING WECARE SCHEDULING/OUT,14
06/02/2021,21-24 Years,RECEIVING SSI,47
06/02/2021,21-24 Years,SANCTION IN EFFECT,22
06/02/2021,21-24 Years,SSI PENDING/APPEALING,50
06/02/2021,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,34
06/02/2021,21-24 Years,SUBSTANCE ABUSE TREATMENT,34
06/02/2021,21-24 Years,TEMP. INCAPACITATED - HEALTH,101
06/02/2021,21-24 Years,TEMPORARILY EXEMPT,194
06/02/2021,21-24 Years,UNDERCARE AWAITING SCHEDULING,1574
06/02/2021,21-24 Years,UNENGAGED,7
06/02/2021,21-24 Years,WECARE & SUBSTANCE ABUSE,1
06/02/2021,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,441
06/02/2021,21-24 Years,WECARE VOCATIONAL REHABILITAT,8
06/02/2021,21-24 Years,WELLNESS/REHAB PROGRAM,20
05/05/2021,16-17 Years,DASIS CASES,4
05/05/2021,16-17 Years,EMPLOYMENT-BUDGETED,4
05/05/2021,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
05/05/2021,16-17 Years,STUDENT OVER AGE 15,26
05/05/2021,16-17 Years,TEMPORARILY EXEMPT,1
05/05/2021,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
05/05/2021,16-17 Years,UNENGAGED,1
05/05/2021,18-20 Years,ACTIVE SINGLE ISSUE CASES,22
05/05/2021,18-20 Years,ASSIGNED JOB SEARCH,61
05/05/2021,18-20 Years,AWAITING CONCILIATION SCHED.,1
05/05/2021,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,31
05/05/2021,18-20 Years,CHILD UNDER 3 MONTHS,1
05/05/2021,18-20 Years,DASIS CASES,40
05/05/2021,18-20 Years,EDUCATION/TRAINING,199
05/05/2021,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,8
05/05/2021,18-20 Years,EMPLOYMENT- GRANT DIVERSION,17
05/05/2021,18-20 Years,EMPLOYMENT-BUDGETED,89
05/05/2021,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,10
05/05/2021,18-20 Years,FAIR HEARING (CONTESTING),2
05/05/2021,18-20 Years,FAIR HEARING (NOT CONTESTING),2
05/05/2021,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,1697
05/05/2021,18-20 Years,NEEDED AT HOME,5
05/05/2021,18-20 Years,OTHER WORK ACTIVITY,6
05/05/2021,18-20 Years,RECEIVING SSI,17
05/05/2021,18-20 Years,SANCTION IN EFFECT,1
05/05/2021,18-20 Years,SSI PENDING/APPEALING,5
05/05/2021,18-20 Years,STUDENT OVER AGE 15,18
05/05/2021,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,13
05/05/2021,18-20 Years,SUBSTANCE ABUSE TREATMENT,5
05/05/2021,18-20 Years,TEMP. INCAPACITATED - HEALTH,36
05/05/2021,18-20 Years,TEMPORARILY EXEMPT,33
05/05/2021,18-20 Years,UNDERCARE AWAITING SCHEDULING,454
05/05/2021,18-20 Years,UNENGAGED,3
05/05/2021,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,63
05/05/2021,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
05/05/2021,18-20 Years,WELLNESS/REHAB PROGRAM,2
05/05/2021,21-24 Years,ACTIVE SINGLE ISSUE CASES,90
05/05/2021,21-24 Years,ASSIGNED JOB SEARCH,664
05/05/2021,21-24 Years,AWAITING CONCILIATION SCHED.,3
05/05/2021,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,159
